Flinn_product_category,Flinn_product_sub_category,Flinn_product_id,Flinn_product_name,Flinn_product_quantity,Flinn_product_price,Flinn_product_url,Flinn_image_url
Apparatus,Laboratory Equipment,AP9527,"MicroPette™ Plus, Autoclavable, Adjustable Volume, Eight-Channel, 0.5–10 µL",1,$279.06,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-eight-channel-0.510-l/ap9527/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9527etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9513,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 1000–5000 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-10005000-l/ap9513/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9512,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 200–1000 µL",1,$124.39,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-2001000-l/ap9512/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9511,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 100–1000 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-1001000-l/ap9511/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9510,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 50–200 µL",1,$121.43,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-50200-l/ap9510/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9509,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 20–200 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-20200-l/ap9509/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9508,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 10–100 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-10100-l/ap9508/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9507,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 5–50 µL",1,$120.35,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-550-l/ap9507/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9506,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 2–20 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-220-l/ap9506/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9505,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 0.5–10 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-0.510-l/ap9505/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9504,"MicroPette™ Plus, Autoclavable, Adjustable Volume, 0.1–2.5 µL",1,$127.76,https://www.flinnsci.com/micropette-plus-autoclavable-adjustable-volume-0.12.5-l/ap9504/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9504etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8726,Advanced Lab Equipment Drawer Set,1,$232.00,https://www.flinnsci.com/advanced-lab-equipment-drawer-set/ap8726/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8726.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8503,Flinn Scientific Mini Magnetic Stirrer,1,$203.83,https://www.flinnsci.com/flinn-mini-magnetic-stirrer/ap8503/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8503.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8502,Flinn Multi-Sample Spectrophotometer,1,$1300.00,https://www.flinnsci.com/flinn-multi-sample-spectrophotometer/ap8502/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8502.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AB1260,Test Tube Slant Rack,1,$90.78,https://www.flinnsci.com/test-tube-slant-rack/ab1260/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ab1260.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8713,"Thermometer, Microscale, 0–100º C",1,$4.53,https://www.flinnsci.com/thermometer-microscale-0-100-degree-c/ap8713/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8713.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,TC1558,Vernier Stir Station,1,$177.22,https://www.flinnsci.com/stir-station/tc1558/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1558.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6067,"Flinn Scientific Magnetic Stirrer, Economy Choice",1,$234.56,https://www.flinnsci.com/flinn-magnetic-stirrer-economy-choice/ap6067/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6067.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5957,Flinn Emission Spectra Manual,1,$10.69,https://www.flinnsci.com/flinn-emission-spectra-manual/ap5957/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5957.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1327,Spectrum Tube Power Supply,1,$265.00,https://www.flinnsci.com/spectrum-tube-power-supply/ap1327/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1327.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1714,"Flinn C-Spectra®, 6"" × 12"" Sheet",1,$15.00,https://www.flinnsci.com/flinn-c-spectra-6-x-12-sheet/ap1714/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1714.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1047,Holographic Diffraction Grating Film,1,$22.62,https://www.flinnsci.com/holographic-diffraction-grating-film/ap1047/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1047_2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8696,Spectroscope,1,$14.25,https://www.flinnsci.com/spectroscope/ap8696/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8696.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7840,RSpec Explorer,1,$448.27,https://www.flinnsci.com/rspec-explorer/ap7840/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7840.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7596,UV-Vis Spectrophotometer,1,$5250.00,https://www.flinnsci.com/uv-vis-spectrophotometer/ap7596/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7596.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6040,Project Star Student Spectrometer,1,$47.23,https://www.flinnsci.com/project-star-student-spectrometer/ap6040/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6040.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7453,Spectronic 200,1,$2050.00,https://www.flinnsci.com/spectronic-200/ap7453/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7453.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7038,Flinn Scientific Spectrophotometer Laboratory Manual,1,$51.08,https://www.flinnsci.com/flinn-spectrophotometer-laboratory-manual/ap7038/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7038.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7026,Flinn Scientific Spectrophotometer,1,$1380.00,https://www.flinnsci.com/flinn-scientific-spectrophotometer/ap7026/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7026.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8618,"Plate, Vacuum, Nickel Plated",1,$343.86,https://www.flinnsci.com/plate-vacuum-nickel-plated/ap8618/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8618.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5353,3-Way Valve for Vacuum Pump,1,$61.51,https://www.flinnsci.com/3-way-valve-for-vacuum-pump/ap5353/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5353.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1869,"Vacuum Plate, Polycarbonate",1,$131.12,https://www.flinnsci.com/vacuum-plate-polycarbonate/ap1869/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1869.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7105,Demonstration Bell,1,$23.14,https://www.flinnsci.com/demonstration-bell/ap7105/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7105.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP4532,Buzzer in a Vacuum Kit,1,$86.40,https://www.flinnsci.com/buzzer-in-a-vacuum-kit/ap4532/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4532.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP4506,Vacuum Chamber with Plate,1,$234.56,https://www.flinnsci.com/vacuum-chamber-with-plate/ap4506/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4506.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8789,"Tubing, Vacuum, 10 Ft.",1,$31.16,https://www.flinnsci.com/tubing-vacuum-10-ft/ap8789/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8789_1.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5995,Microscale Bell Jar and Vacuum Set,1,$67.76,https://www.flinnsci.com/microscale-bell-jar-and-vacuum-set/ap5995/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5995etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP2289,"Pump, Vacuum, Hand-Operated, Nalgene®",1,$152.71,https://www.flinnsci.com/pump-vacuum-hand-operated/ap2289/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap2289.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1712,"Pump, Vacuum, Single-Stage",1,$825.00,https://www.flinnsci.com/pump-vacuum-single-stage/ap1712/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1712.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1598,"Pump Oil, Quart",1,$20.57,https://www.flinnsci.com/pump-oil-quart/ap1598/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1598.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1597,"Pump, Vacuum, Two-Stage",1,$935.00,https://www.flinnsci.com/pump-vacuum-two-stage/ap1597/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1597.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9279,"Power Supply, Low Voltage, DC",1,$234.56,https://www.flinnsci.com/power-supply-low-voltage-dc/ap9279/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9279.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6530,"Power Supply, Dual Output, Low Voltage, DC",1,$368.71,https://www.flinnsci.com/power-supply-dual-output-low-voltage-dc/ap6530/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6530_1.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5792,"Power Supply, High Voltage, AC/DC",1,$933.04,https://www.flinnsci.com/power-supply-high-voltage-acdc/ap5792/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5792.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5375,"Power Supply, Multiple Voltage Battery Eliminator",1,$145.00,https://www.flinnsci.com/power-supply-multiple-voltage-battery-eliminator/ap5375/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5375.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP8741,Pipet Helper,1,$112.07,https://www.flinnsci.com/pipet-helper/ap8741/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8741.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7712,Pipet Helper Filter (for AP8741 purchased after 2014),1,$16.16,https://www.flinnsci.com/pipet-helper-filter-for-ap8741-purchased-after-2014/ap7712/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8741etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5382,Pipet Support Rack,1,$42.02,https://www.flinnsci.com/pipet-support-rack/ap5382/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5382.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1313,Pipet Support Stand,1,$39.17,https://www.flinnsci.com/pipet-support-stand/ap1313/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1313.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,SE1001,Flinn Goggle Sanitizer Replacement Lamp,1,$78.00,https://www.flinnsci.com/goggle-sanitizer-replacement-lamp-for-flinn-se1000/se1001/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/se1001.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,SE1000,"Goggle UV Sanitizer Cabinet, Flinn",1,$795.00,https://www.flinnsci.com/goggle-sanitizer-flinn/se1000/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/se1000.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7450,Lab Equipment Drawer Set,1,$140.00,https://www.flinnsci.com/lab-equipment-drawer-set/ap7450/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7450.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6410,Replacement Glass Assembly for AP5439,1,$102.82,https://www.flinnsci.com/replacement-glass-assembly-for-ap5439/ap6410/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6410.png?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6217,"Replacement Electrodes for AP5439, Pkg. of 2",1,$53.68,https://www.flinnsci.com/replacement-electrodes-for-ap5439-pkg.-of-2/ap6217/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6217.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5439,Hofmann Electrolysis Demonstration Apparatus,1,$305.00,https://www.flinnsci.com/hoffman-electrolysis-demonstration-apparatus/ap5439/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5439.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5879,Hofmann Electrolysis Apparatus,1,$192.86,https://www.flinnsci.com/hoffman-electrolysis-apparatus/ap5879/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5879.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1276,Petri Dish Holder,1,$45.89,https://www.flinnsci.com/petri-dish-holder/ap1276/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1276.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9018,Current Indicator,1,$10.32,https://www.flinnsci.com/current-indicator/ap9018/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9018.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5886,"Light Bulb for Conductivity Tester, 15 Watt",1,$10.85,https://www.flinnsci.com/light-bulb-for-conductivity-tester-15-watt/ap5886/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5886.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5355,Conductivity Tester,1,$49.00,https://www.flinnsci.com/conductivity-tester/ap5355/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5355.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1493,Flinn Conductivity Meter,1,$37.00,https://www.flinnsci.com/flinn-conductivity-meter/ap1493/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1493.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,TC2507,Biology with CBL Starter Kit,1,$289.00,https://www.flinnsci.com/biology-with-cbl-starter-kit/tc2507/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2507.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,TC2306,TI-83 Graphing Calculator,1,$187.65,https://www.flinnsci.com/ti-83-graphing-calculator/tc2306/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2306.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,TC1525,CBL-2,1,$286.23,https://www.flinnsci.com/cbl-2/tc1525/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1525.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9160,"Calorimeter, Aneroid, Dry",1,$53.07,https://www.flinnsci.com/calorimeter-aneroid-dry/ap9160/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9160.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6456,"Calorimeter, Foam",1,$13.50,https://www.flinnsci.com/calorimeter-foam/ap6456/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6456.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6112,Specific Heat Cylinders,1,$46.95,https://www.flinnsci.com/specific-heat-cylinders/ap6112/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6112.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5928,"Calorimeters, Small-Scale, Pkg. of 12",1,$39.00,https://www.flinnsci.com/calorimeters-small-scale-pkg.-of-12/ap5928/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5928.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP5347,"Calorimeter, Electric",1,$40.40,https://www.flinnsci.com/calorimeter-electric/ap5347/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5347.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP4733,Calorimeter Resistor,1,$16.75,https://www.flinnsci.com/calorimeter-resistor/ap4733/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4733.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP4533,"Calorimeter, Economy Choice",1,$49.64,https://www.flinnsci.com/calorimeter-economy-choice/ap4533/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4533.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP9014,Microburner,1,$8.89,https://www.flinnsci.com/microburner/ap9014/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9014.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB2153,Flinn Six-Gel Electrophoresis Apparatus,1,$385.00,https://www.flinnsci.com/flinn-six-gel-electrophoresis-apparatus/fb2153/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/smaller-size/fb2153.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB2073,Flinn Scientific Mini Centrifuge,1,$325.00,https://www.flinnsci.com/flinn-mini-centrifuge/fb2073/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2073.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB2072,Vortexer,1,$282.78,https://www.flinnsci.com/vortexer/fb2072/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2072.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB1732,Comprehensive Biotechnology Laboratory System,1,$2000.00,https://www.flinnsci.com/comprehensive-biotechnology-laboratory-system/fb1732/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb1732.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB1731,Electrophoresis Lab Station,1,$585.00,https://www.flinnsci.com/electrophoresis-lab-station/fb1731/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb1731_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,FB0830,Flinn Economy Electrophoresis Kit,1,$58.19,https://www.flinnsci.com/flinn-economy-electrophoresis-kit/fb0830/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb0830_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP6395,White Light Illuminator,1,$141.21,https://www.flinnsci.com/white-light-illuminator-light-box-10-x-12/ap6395/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6395.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1717,"Board, Cutting, Polypropylene",1,$15.29,https://www.flinnsci.com/board-cutting-polypropylene/ap1717/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1717.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7621,Argon Spectrum Tube,1,$51.38,https://www.flinnsci.com/argon-spectrum-tube2/ap7621/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7621.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7620,Nitrogen Spectrum Tube,1,$51.38,https://www.flinnsci.com/nitrogen-spectrum-tube/ap7620/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7620.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7619,Helium Spectrum Tube,1,$50.88,https://www.flinnsci.com/helium-spectrum-tube/ap7619/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7619.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7618,Hydrogen Spectrum Tube,1,$50.88,https://www.flinnsci.com/hydrogen-spectrum-tube/ap7618/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7618.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7617,Neon Spectrum Tube,1,$50.88,https://www.flinnsci.com/neon-spectrum-tube/ap7617/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7617.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP7616,Spectrum Tube System,1,$270.00,https://www.flinnsci.com/spectrum-tube-system/ap7616/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7616etc1.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1342,Xenon Spectrum Tube,1,$65.00,https://www.flinnsci.com/xenon-spectrum-tube/ap1342/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1342_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1341,Water Vapor Spectrum Tube,1,$53.23,https://www.flinnsci.com/water-vapor-spectrum-tube/ap1341/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1341_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1340,Oxygen Gas Spectrum Tube,1,$52.03,https://www.flinnsci.com/oxygen-gas-spectrum-tube/ap1340/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1340_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1339,Nitrogen Gas Spectrum Tube,1,$52.03,https://www.flinnsci.com/nitrogen-gas-spectrum-tube/ap1339/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1339_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1338,Neon Gas Spectrum Tube,1,$52.03,https://www.flinnsci.com/neon-gas-spectrum-tube/ap1338/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1338_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1337,Mercury Vapor Spectrum Tube,1,$77.14,https://www.flinnsci.com/mercury-vapor-spectrum-tube/ap1337/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1337_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1336,Krypton Spectrum Tube,1,$50.66,https://www.flinnsci.com/krypton-spectrum-tube/ap1336/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1336_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1335,Iodine Vapor Spectrum Tube*,1,$74.36,https://www.flinnsci.com/iodine-vapor-spectrum-tube/ap1335/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1328etc.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1334,Hydrogen Gas Spectrum Tube,1,$55.00,https://www.flinnsci.com/hydrogen-gas-spectrum-tube/ap1334/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1334_e2.jpg?format=webp&height=880&upscale=false
Apparatus,Laboratory Equipment,AP1333,Helium Gas Spectrum Tube,1,$52.26,https://www.flinnsci.com/helium-gas-spectrum-tube/ap1333/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1333_e.jpg?format=webp&height=880&upscale=false
