Flinn_product_category,Flinn_product_sub_category,Flinn_product_id,Flinn_product_name,Flinn_product_quantity,Flinn_product_price,Flinn_product_url,Flinn_image_url
STEM Education,Flinn STEM Design Challenge™ Kits,AP10098,"Solar-Powered Cars: Flinn STEM Design Challenge™, Full-Size Lab Kit, Refill",1,$165.00,https://www.flinnsci.com/solar-powered-cars-flinn-stem-design-challenge-full-size-lab-kit-refill/ap10098/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8049_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10324,"Building Bridges: Flinn STEM Design Challenge™, Small-Size Lab Kit, Refill",1,$72.17,https://www.flinnsci.com/building-bridges-flinn-stem-design-challenge-small-size-lab-kit-refill/ap10324/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8062_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10246,"Building Bridges: Flinn STEM Design Challenge™, Small-Size Lab Kit",1,$78.17,https://www.flinnsci.com/building-bridges-flinn-stem-design-challenge-small-size-lab-kit/ap10246/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8062_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10168,"Building Bridges: Flinn STEM Design Challenge™, Full-Size Lab Kit, Refill",1,$112.07,https://www.flinnsci.com/building-bridges-flinn-stem-design-challenge-full-size-lab-kit-refill/ap10168/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8062_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10318,"Build a Model Catapult: Flinn STEM Design Challenge™, Small-Size Lab Kit, Refill",1,$26.00,https://www.flinnsci.com/build-a-model-catapult-flinn-stem-design-challenge-small-size-lab-kit-refill/ap10318/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8054_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10240,"Build a Model Catapult: Flinn STEM Design Challenge™, Small-Size Lab Kit",1,$34.63,https://www.flinnsci.com/build-a-model-catapult-flinn-stem-design-challenge-small-size-lab-kit/ap10240/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8054_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP10162,"Build a Model Catapult: Flinn STEM Design Challenge™, Full-Size Lab Kit, Refill",1,$48.08,https://www.flinnsci.com/build-a-model-catapult-flinn-stem-design-challenge-full-size-lab-kit-refill/ap10162/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8054_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8048,Cooking with Solar Energy—Flinn STEM Design Challenge™,1,$62.93,https://www.flinnsci.com/cooking-with-solar-energy---flinn-stem-design-challenge/ap8048/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8048_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8347,Trebuchet—Flinn STEM Design Challenge™,1,$174.83,https://www.flinnsci.com/trebuchet---flinn-stem-design-challenge/ap8347/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8347_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8325,Rig Apparatus for Egg Elimination—Flinn STEM Design Challenge™,1,$58.22,https://www.flinnsci.com/rig-apparatus-for-egg-elimination---flinn-stem-design-challenge/ap8325/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8325_b.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8318,Introducing STEM through Electricity—Flinn STEM Design Challenge™,1,$58.22,https://www.flinnsci.com/introducing-stem-through-electricity---flinn-stem-design-challenge/ap8318/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8318_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8315,"Marble Down—Flinn STEM Design Challenge™, Full-Size Lab Kit",1,$88.17,https://www.flinnsci.com/marble-down---flinn-stem-design-challenge/ap8315/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8315.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP7992,Make a Wire Maze Game—Flinn STEM Design Challenge™,1,$75.20,https://www.flinnsci.com/make-a-wire-maze-game---flinn-stem-design-challenge/ap7992/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7992_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP7991,Build an Electronic Quiz Board—Flinn STEM Design Challenge™,1,$68.19,https://www.flinnsci.com/build-an-electronic-quiz-board---flinn-stem-design-challenge/ap7991/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7991_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP7936,Build a Simple Motor—Flinn STEM Design Challenge™,1,$64.33,https://www.flinnsci.com/build-a-simple-motor---flinn-stem-design-challenge/ap7936/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7936_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,FB2132,Biomimicry—Flinn STEM Design Challenge™,1,$65.00,https://www.flinnsci.com/biomimicry---flinn-stem-design-challenge/fb2132/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2132.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,FB2130,Beaks—Flinn STEM Design Challenge™,1,$96.21,https://www.flinnsci.com/beaks---flinn-stem-design-challenge/fb2130/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2130.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,FB2129,Fish Fitness—Flinn STEM Design Challenge™,1,$33.74,https://www.flinnsci.com/fish-fitness---flinn-stem-design-challenge/fb2129/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2129.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,FB2131,"Broken Bones—Flinn STEM Design Challenge™, Full-Size Lab Kit",1,$115.00,https://www.flinnsci.com/broken-bones---flinn-stem-design-challenge/fb2131/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2131_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8052,Biofuels—Flinn STEM Design Challenge™,1,$55.59,https://www.flinnsci.com/biofuels---flinn-stem-design-challenge/ap8052/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8052_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8051,Generating Electricity with Wind—Flinn STEM Design Challenge™,1,$59.00,https://www.flinnsci.com/generating-electricity-with-wind---flinn-stem-design-challenge/ap8051/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8051_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8050,Build a Water Wheel—Flinn STEM Design Challenge™,1,$60.24,https://www.flinnsci.com/build-a-water-wheel---flinn-stem-design-challenge/ap8050/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8050_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8049,"Solar-Powered Cars—Flinn STEM Design Challenge™, Full-Size Lab Kit",1,$183.00,https://www.flinnsci.com/solar-powered-cars---flinn-stem-design-challenge/ap8049/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8049_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8084,Physical Science—Flinn STEM Design Challenge™—9-Kit Bundle,1,$450.00,https://www.flinnsci.com/physical-science---flinn-stem-design-challenge-9-kit-bundle/ap8084/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8054_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8061,Paper Airplanes—Flinn STEM Design Challenge™,1,$29.42,https://www.flinnsci.com/paper-airplanes---flinn-stem-design-challenge/ap8061/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8061.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8055,Roller Coasters—Flinn STEM Design Challenge™,1,$79.13,https://www.flinnsci.com/roller-coasters---flinn-stem-design-challenge/ap8055/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/smaller-size/ap8055.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8058,Egg Elimination—Flinn STEM Design Challenge™,1,$41.92,https://www.flinnsci.com/egg-elimination---flinn-stem-design-challenge/ap8058/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8058_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8060,Egg-Streme Parachuting—Flinn STEM Design Challenge™,1,$30.48,https://www.flinnsci.com/egg-streme-parachuting---flinn-stem-design-challenge/ap8060/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8060.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8053,Investigate a Twirling Toy—Flinn STEM Design Challenge™,1,$20.74,https://www.flinnsci.com/investigate-a-twirling-toy---flinn-stem-design-challenge/ap8053/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8053_a.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8056,Create a Mobile—Flinn STEM Design Challenge™,1,$56.97,https://www.flinnsci.com/create-a-mobile---flinn-stem-design-challenge/ap8056/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/smaller-size/ap8056_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8062,"Building Bridges—Flinn STEM Design Challenge™, Full-Size Lab Kit",1,$119.91,https://www.flinnsci.com/building-bridges---flinn-stem-design-challenge/ap8062/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8062_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8054,"Build a Model Catapult—Flinn STEM Design Challenge™, Full-Size Lab Kit",1,$55.67,https://www.flinnsci.com/build-a-model-catapult---flinn-stem-design-challenge/ap8054/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8054_2.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8059,Drop Zone—Flinn STEM Design Challenge™,1,$43.71,https://www.flinnsci.com/drop-zone---flinn-stem-design-challenge/ap8059/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8059.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8085,Alternative Energy—Flinn STEM Design Challenge™ 5-Kit Bundle,1,$390.94,https://www.flinnsci.com/alternative-energy---flinn-stem-design-challenge-5-kit-bundle/ap8085/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8085.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,AP8086,Life Science—Flinn STEM Design Challenge™ 5-Kit Bundle,1,$315.59,https://www.flinnsci.com/life-science---flinn-stem-design-challenge-5-kit-bundle/ap8086/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8086.jpg?format=webp&height=880&upscale=false
STEM Education,Flinn STEM Design Challenge™ Kits,FB2122,Digestion Connection—Flinn STEM Design Challenge™,1,$47.97,https://www.flinnsci.com/digestion-connection---flinn-stem-design-challenge/fb2122/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2122_e2.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP10648,IMSA Fusion Organized Sound: STEM in Music Refill Kit,1,$456.88,https://www.flinnsci.com/imsa-fusion-organized-sound-stem-in-music-refill-kit/ap10648/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsarefill.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP10096,Organized Sound: STEM in Music,1,$1384.05,https://www.flinnsci.com/organized-sounds-stem-in-music/ap10096/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/imsapremium.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9978,Zip Line Challenge—Unit from Engineering: Design and Build,1,$76.98,https://www.flinnsci.com/zip-line-challengeimsa-fusion-engineering-unit/ap9978/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9978.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9975,Wind Beneath the Wings? Unit from Take Flight: Investigating the Aviation Industry,1,$71.89,https://www.flinnsci.com/wind-beneath-the-wingsimsa-fusion-take-flight-unit/ap9975/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9975.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9974,Silicates and Light—Unit from Materials Science: Living in a Material World,1,$73.62,https://www.flinnsci.com/silicates-and-lightimsa-fusion-materials-science-unit/ap9974/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9974.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9982,Season Creep—Unit from Climate Change: The Future Is Now,1,$22.28,https://www.flinnsci.com/season-creepimsa-fusion-climate-change-unit/ap9982/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9982.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9980,Physical and Chemical Changes—Unit from You Be the Judge,1,$73.30,https://www.flinnsci.com/physical-and-chemical-changesimsa-fusion-you-be-the-judge-unit/ap9980/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9980.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9970,Nutrient Management—Unit from Out of the Silo: Agronomic STEM,1,$49.65,https://www.flinnsci.com/nutrient-managementimsa-fusion-agronomics-unit/ap9970/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9970.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9977,"Investigating Claims—Unit from What’s the Story, Data?",1,$89.28,https://www.flinnsci.com/investigating-claims-imsa-fusion-data-unit/ap9977/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9977.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9979,Crash Waves—Unit from Dive In: Oceanographic Engineering,1,$66.29,https://www.flinnsci.com/crash-wavesimsa-fusion-dive-in-unit/ap9979/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9979.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9981,Coral Reefs—Unit from Climate Change: The Future Is Now,1,$55.46,https://www.flinnsci.com/coral-reefsimsa-fusion-climate-change-unit/ap9981/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9981.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9983,Come Scale Away—Unit from Synthetic Scorecard: Building the Future of Biology,1,$46.13,https://www.flinnsci.com/come-scale-awayimsa-fusion-synthetic-scorecard-unit/ap9983/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9983.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9973,Caesar’s Cipher—Unit from Secret Communications: Sharing Concealed Messages,1,$41.57,https://www.flinnsci.com/caesars-cipherimsa-fusion-secret-communications-unit/ap9973/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9973.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9971,Building Martian Cargo Rovers—Unit from Mars: Manifest Destiny,1,$84.84,https://www.flinnsci.com/building-martian-cargo-roversimsa-fusion-mars-unit/ap9971/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9971.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9972,Blast Off!—Unit from Mars: Manifest Destiny,1,$65.27,https://www.flinnsci.com/blast-offimsa-fusion-mars-unit/ap9972/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9972.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9976,"Ashes, Ashes, We All Fall Down—Unit from Medieval: STEM Through the Middle Ages",1,$65.00,https://www.flinnsci.com/ashes-ashes-we-all-fall-downimsa-fusion-medieval-unit/ap9976/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9976.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9984,Aerial Ladder Engine—Unit from Fighting Fire with STEM,1,$80.74,https://www.flinnsci.com/aerial-ladder-engine---imsa-fusion-fighting-fire-with-stem-unit/ap9984/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsafusion_tryaunit.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9961,"Fighting Fire with STEM, Refill Kit",1,$280.17,https://www.flinnsci.com/imsa-fusion---fighting-fire-with-stem-refill-kit/ap9961/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9961_e2.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP10015,"Biological Toolkit, Refill Kit",1,$560.34,https://www.flinnsci.com/imsa-fusion---biological-toolkit-refill-kit/ap10015/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsarefill.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9840,"Mars: Manifest Destiny, Refill Kit",1,$476.30,https://www.flinnsci.com/imsa-fusion---mars-refill-kit/ap9840/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsarefill.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9839,"Medieval STEM Through the Middle Ages, Refill Kit",1,$476.30,https://www.flinnsci.com/imsa-fusion---medieval-stem-through-the-middle-ages-refill-kit/ap9839/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9576.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9838,"Out of the Silo: Agronomic STEM, Refill Kit",1,$476.30,https://www.flinnsci.com/imsa-fusion---out-of-the-silo-agronomic-refill-kit/ap9838/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9838_e2.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9837,"Climate Change: The Future is Now, Refill Kit",1,$352.37,https://www.flinnsci.com/imsa-fusion---climate-change-refill-kit/ap9837/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsarefill.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9836,Dive In: Oceanographic Engineering Refill Kit,1,$448.27,https://www.flinnsci.com/imsa-fusion---dive-in-oceanographic-engineering-refill-kit/ap9836/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9571.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9835,"Secret Communications: Sharing Concealed Messages, Refill Kit",1,$189.73,https://www.flinnsci.com/imsa-fusion---secret-communications-refill-kit/ap9835/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9835_e2.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9833,"Take Flight: Investigating the Aviation Industry, Refill Kit",1,$308.19,https://www.flinnsci.com/imsa-fusion---take-flight-refill-kit/ap9833/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9579.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9832,"What’s the Story, Data? Refill Kit",1,$175.00,https://www.flinnsci.com/imsa-fusion---whats-the-story-data-refill-kit/ap9832/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9580.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9860,Fighting Fire with STEM,1,$610.78,https://www.flinnsci.com/imsa-fusionfighting-fire-with-stem-for-u.s.-customers/ap9860/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/imsaclassic.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9862,Biological Toolkit,1,$1251.00,https://www.flinnsci.com/imsa-fusionbiological-toolkit-for-u.s.-customers/ap9862/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9862.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9580,"What’s the Story, Data?",1,$476.30,https://www.flinnsci.com/imsa-fusionwhats-the-story-data/ap9580/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9580.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9579,Take Flight: Investigating the Aviation Industry,1,$850.00,https://www.flinnsci.com/imsa-fusiontake-flight-investigating-the-aviation-industry/ap9579/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9579.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9578,Synthetic Scorecard: Building the Future of Biology,1,$625.50,https://www.flinnsci.com/imsa-fusionsynthetic-scorecard-building-the-future-of-biology/ap9578/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9578.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9577,Secret Communications: Sharing Concealed Messages,1,$364.23,https://www.flinnsci.com/imsa-fusionsecret-communications-sharing-concealed-messages/ap9577/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9577.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9576,Medieval: STEM Through the Middle Ages,1,$1120.69,https://www.flinnsci.com/imsa-fusionmedieval-stem-through-the-middle-ages/ap9576/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9576.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9575,Materials Science: Living in a Material World,1,$672.41,https://www.flinnsci.com/imsa-fusionmaterial-science-living-in-a-material-world/ap9575/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9575.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9574,Mars: Manifest Destiny,1,$1042.50,https://www.flinnsci.com/imsa-fusionmars-manifest-destiny/ap9574/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9574.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9573,You Be the Judge,1,$547.31,https://www.flinnsci.com/imsa-fusionyou-be-the-judge/ap9573/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9573.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9572,Engineering: Design and Build,1,$495.19,https://www.flinnsci.com/imsa-fusionengineering-design-and-build/ap9572/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9572.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9571,Dive In: Oceanographic Engineering,1,$1344.82,https://www.flinnsci.com/imsa-fusiondive-in-oceanographic-engineering/ap9571/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9571.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9570,Climate Change: The Future Is Now,1,$840.52,https://www.flinnsci.com/imsa-fusionclimate-change-the-future-is-now/ap9570/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9570.jpg?format=webp&height=880&upscale=false
STEM Education,IMSA Fusion Flinn STEM Lab Modules,AP9569,Out of the Silo: Agronomic STEM,1,$1344.82,https://www.flinnsci.com/imsa-fusionout-of-the-silo-agronomic-stem/ap9569/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9569.jpg?format=webp&height=880&upscale=false
STEM Education,3D Printing,AP9914,Emblaser 2 Laser Cutter and Engraver,1,$3345.26,https://www.flinnsci.com/emblaser-2-laser-cutter-and-engraver/ap9914/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9914_1.jpg?format=webp&height=880&upscale=false
STEM Education,3D Printing,WAP-P4,Afinia H+1 3D Printer,1,$2850.00,https://www.flinnsci.com/afinia-h1-3d-printer/wap-p4/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wap-p4.jpg?format=webp&height=880&upscale=false
STEM Education,3D Printing,AP9425,3Doodler® DoodlePad,1,$11.22,https://www.flinnsci.com/3doodler-doodlepad/ap9425/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9425.jpg?format=webp&height=880&upscale=false
STEM Education,3D Printing,AP9424,3Doodler® Foot Pedal,1,$21.58,https://www.flinnsci.com/3doodler-foot-pedal/ap9424/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9424.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,WL1067,"WhiteBox Learning, 4-Year, Unlimited Access",1,$13345.00,https://www.flinnsci.com/whitebox-learning-4-year-unlimited-access/wl1067/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1010.jpg?format=webp&height=880&upscale=false
